E014, 28-MAR-24, 4.79
E015, 28-MAR-24, 6.63
E016, 28-MAR-24, 1.81
E017, 28-MAR-24, 6.3
E018, 28-MAR-24, 1.53
E019, 28-MAR-24, 4.05
E020, 28-MAR-24, 1.83
E021, 28-MAR-24, 7.43
E022, 28-MAR-24, 7.58
E023, 28-MAR-24, 1.91
E024, 28-MAR-24, 1.18
E025, 28-MAR-24, 7.52
E026, 28-MAR-24, 1.51
E027, 28-MAR-24, 2.59
E028, 28-MAR-24, 5.63
E029, 28-MAR-24, 5.13
E030, 28-MAR-24, 6.59
E001, 29-MAR-24, 4.08
E002, 29-MAR-24, 2.72
E003, 29-MAR-24, 2.3
E004, 29-MAR-24, 2.31
E005, 29-MAR-24, 7.66
E006, 29-MAR-24, 7.49
E007, 29-MAR-24, 1.58
E008, 29-MAR-24, 5.97
E009, 29-MAR-24, 4.88
E010, 29-MAR-24, 2.48
E011, 29-MAR-24, 1.87
E012, 29-MAR-24, 1.13
E013, 29-MAR-24, 4.98
E014, 29-MAR-24, 4.41
E015, 29-MAR-24, 6.66
E016, 29-MAR-24, 4.36
E017, 29-MAR-24, 7.28
E018, 29-MAR-24, 5.58
E019, 29-MAR-24, 2.21
E020, 29-MAR-24, 7.66
E021, 29-MAR-24, 6.81
E022, 29-MAR-24, 1.72
E023, 29-MAR-24, 3.87
E024, 29-MAR-24, 5.56
E025, 29-MAR-24, 4.06
E026, 29-MAR-24, 3.25
E027, 29-MAR-24, 2.28
E028, 29-MAR-24, 5.27
E029, 29-MAR-24, 6.49
E030, 29-MAR-24, 2.6
E001, 30-MAR-24, 5.38
E002, 30-MAR-24, 6.94
E003, 30-MAR-24, 1.73
E004, 30-MAR-24, 4.85
E005, 30-MAR-24, 1.15
E006, 30-MAR-24, 5.36
E007, 30-MAR-24, 5.16
E008, 30-MAR-24, 2.62
E009, 30-MAR-24, 7.94
E010, 30-MAR-24, 1.49
E011, 30-MAR-24, 4.22
E012, 30-MAR-24, 6.63
E013, 30-MAR-24, 1.47
E014, 30-MAR-24, 5.56
E015, 30-MAR-24, 3.08
E016, 30-MAR-24, 5.74
E017, 30-MAR-24, 6.99
E018, 30-MAR-24, 2.93
E019, 30-MAR-24, 3.58
E020, 30-MAR-24, 2.26
E021, 30-MAR-24, 4.36
E022, 30-MAR-24, 4.26
E023, 30-MAR-24, 6.05
E024, 30-MAR-24, 6.56
E025, 30-MAR-24, 7.04
E026, 30-MAR-24, 2.1
E027, 30-MAR-24, 7.35
E028, 30-MAR-24, 1.67
E029, 30-MAR-24, 1.8
E030, 30-MAR-24, 7.31
